room_type,lead_time,length_of_stay,num_guests,is_weekend,season,previous_cancellations,special_requests,price,is_cancelled
Double,37,1,3,1,low,1,1,2854.0,1
Suite,115,9,2,0,high,0,5,76907.0,1
Deluxe,28,6,1,1,mid,0,1,27468.0,1
Single,53,2,2,0,mid,1,2,3504.0,0
Double,82,8,4,1,high,0,0,35360.0,1
Single,34,8,3,1,mid,1,5,14220.0,0
Single,31,11,4,1,mid,1,1,22091.0,1
Double,15,3,1,0,low,0,3,6861.0,1
Double,0,8,1,1,low,0,2,20848.0,1
Suite,60,12,2,1,low,1,3,72519.0,1
Single,119,4,2,1,low,1,3,6376.0,0
Suite,26,12,4,1,low,2,1,92448.0,1
Single,53,11,2,1,mid,0,2,17563.0,0
Single,113,7,3,1,mid,2,3,14015.0,0
Deluxe,93,13,3,0,low,0,1,46108.0,1
Suite,0,14,2,0,mid,0,0,107948.0,0
Deluxe,60,4,4,0,high,1,1,24602.0,0
Single,17,14,1,1,low,0,2,18215.0,0
Single,29,1,1,0,mid,0,1,1433.0,0
Double,29,2,3,0,low,0,1,4941.0,1
Double,74,1,3,1,mid,2,4,3581.0,1
Suite,24,6,2,0,mid,3,4,40019.0,1
Double,30,14,4,0,low,4,5,29897.0,1
Single,27,9,1,0,low,0,4,11061.0,0
Suite,43,9,2,0,high,0,2,84446.0,1
Single,79,2,1,0,low,2,5,2672.0,0
Single,48,8,1,1,mid,0,5,12316.0,0
Double,39,6,3,1,mid,0,1,19058.0,1
Double,62,7,3,1,low,0,1,19294.0,1
Deluxe,74,4,3,0,mid,0,5,18192.0,0
Suite,1,3,4,1,mid,1,5,29395.0,1
Suite,107,14,1,0,low,0,5,82699.0,1
Double,110,8,3,0,high,0,2,29437.0,0
Suite,72,6,1,1,mid,1,5,42810.0,1
Deluxe,69,2,4,0,mid,1,4,9975.0,1
Single,84,11,3,0,low,0,4,14956.0,0
Suite,53,7,4,0,low,0,3,50960.0,1
Single,44,6,3,0,mid,4,1,10378.0,1
Deluxe,42,10,2,1,mid,1,4,44725.0,0
Suite,19,2,3,0,low,0,5,12489.0,0
Single,101,8,4,0,mid,1,5,14158.0,1
Double,38,13,1,0,mid,4,3,26251.0,1
Double,34,7,4,1,low,0,0,21151.0,0
Suite,116,1,3,1,high,0,4,12144.0,0
Single,61,4,1,1,mid,0,1,6905.0,0
Deluxe,75,1,4,1,mid,2,1,5517.0,0
Double,29,8,1,0,high,0,0,24492.0,1
Single,33,6,3,1,mid,0,0,10949.0,0
Deluxe,88,2,1,0,high,0,2,11075.0,1
Suite,54,10,1,1,high,1,1,95822.0,1
Deluxe,17,3,3,1,low,1,2,13847.0,0
Single,101,5,3,0,mid,0,3,8103.0,1
Single,48,14,3,0,high,0,3,28280.0,0
Double,80,1,2,1,high,1,2,4199.0,1
Deluxe,41,4,4,0,low,0,2,16484.0,0
Deluxe,67,5,1,0,low,1,5,15566.0,0
Single,93,8,4,0,low,0,1,12177.0,1
Deluxe,107,4,2,0,high,3,0,22321.0,1
Double,25,14,3,0,high,0,4,48981.0,0
Deluxe,81,1,4,0,high,1,0,6691.0,0
Suite,110,14,2,0,low,0,4,80564.0,0
Deluxe,77,8,2,0,high,0,1,42498.0,1
Single,17,1,4,1,low,1,5,1746.0,0
Suite,22,2,4,1,mid,0,1,20186.0,1
Single,24,2,1,1,low,1,0,2832.0,0
Suite,12,5,3,0,mid,0,2,41819.0,1
Single,91,5,2,0,mid,0,2,7802.0,1
Deluxe,116,9,3,0,low,2,4,30413.0,0
Single,62,5,2,1,low,0,3,7379.0,0
Single,72,11,1,0,high,2,5,19046.0,1
Deluxe,93,5,4,0,low,0,4,21322.0,0
Deluxe,50,4,3,1,mid,0,1,21504.0,0
Single,57,4,2,0,low,1,0,5326.0,1
Suite,71,5,1,1,low,0,1,33320.0,0
Double,36,12,1,0,low,0,5,22596.0,1
Double,7,4,2,1,mid,0,4,12566.0,0
Double,68,4,3,1,mid,0,4,13276.0,1
Double,99,14,2,1,low,1,1,33271.0,1
Single,8,10,3,1,high,0,2,24346.0,0
Double,26,3,2,1,low,0,4,7514.0,0
Single,31,13,1,0,high,0,5,23936.0,0
Single,97,3,3,0,low,0,3,4686.0,1
Double,61,3,1,0,high,0,0,10471.0,1
Deluxe,64,7,1,0,low,0,5,24141.0,0
Suite,78,10,1,1,mid,2,5,73848.0,1
Double,33,3,2,0,mid,1,0,7553.0,1
Double,86,11,3,0,mid,0,2,27445.0,1
Suite,3,3,4,0,high,0,5,36827.0,0
Deluxe,13,11,1,0,low,0,5,30526.0,0
Suite,98,2,1,1,mid,0,5,17138.0,0
Suite,79,7,1,0,high,0,5,59732.0,1
Suite,21,9,2,0,high,3,0,92633.0,0
Suite,53,4,1,1,mid,1,0,31124.0,1
Double,6,9,2,0,mid,0,2,23164.0,0
Double,81,10,4,0,high,0,3,42625.0,0
Double,91,10,2,1,high,1,2,37515.0,1
Single,33,6,3,1,high,3,1,15131.0,1
Deluxe,42,11,3,0,high,0,1,59859.0,0
Deluxe,28,11,1,1,mid,2,3,43259.0,0
Suite,47,5,1,0,mid,0,5,33046.0,0
Single,32,11,2,0,mid,1,4,15593.0,0
Double,29,13,2,0,low,0,1,24614.0,0
Single,52,12,1,1,high,1,0,24609.0,0
Suite,103,11,3,1,mid,0,1,94525.0,0
Double,92,11,2,1,low,0,4,24958.0,1
Single,35,12,2,0,mid,1,0,17161.0,0
Deluxe,114,5,3,0,low,1,4,20263.0,1
Suite,25,11,4,0,low,1,3,67858.0,1
Suite,110,3,4,0,mid,0,3,27984.0,0
Single,37,6,4,0,mid,1,5,10245.0,0
Double,65,14,2,1,mid,0,3,38199.0,0
Single,24,4,1,1,low,1,3,6053.0,1
Double,92,12,1,1,mid,0,2,33137.0,0
Deluxe,38,6,2,0,low,0,3,21422.0,0
Double,105,3,2,0,high,0,2,10344.0,0
Single,10,2,1,0,low,4,0,2426.0,1
Deluxe,60,8,1,1,high,1,0,44874.0,1
Single,19,7,1,1,low,0,4,10559.0,0
Single,107,8,3,0,low,1,3,10793.0,1
Single,50,1,2,1,mid,0,2,1893.0,0
Single,81,4,1,1,high,0,4,8564.0,0
Double,106,1,3,0,high,0,2,3689.0,0
Suite,64,5,4,0,mid,1,1,41719.0,0
Suite,6,14,2,0,low,3,3,76998.0,1
Single,26,3,2,1,low,3,2,4597.0,0
Single,25,10,2,0,mid,0,5,13652.0,0
Double,110,1,2,0,low,0,4,2287.0,0
Deluxe,109,8,2,1,high,2,4,53764.0,1
Deluxe,57,13,4,0,mid,0,4,54322.0,0
Suite,107,5,4,0,high,0,4,58770.0,0
Double,29,3,2,1,high,4,4,10189.0,1
Single,82,8,4,1,low,0,2,12984.0,1
Single,47,4,4,1,mid,0,4,7507.0,1
Single,29,13,1,1,high,2,0,28288.0,1
Single,30,12,2,1,mid,1,3,20771.0,1
Suite,50,10,3,1,mid,3,3,80581.0,1
Double,41,9,2,1,high,1,0,35210.0,0
Suite,25,9,2,0,low,0,3,56404.0,0
Deluxe,40,11,2,0,high,2,0,61655.0,1
Deluxe,15,7,3,1,low,1,4,29239.0,0
Double,117,14,2,0,mid,3,3,29254.0,1
Suite,45,5,3,1,low,0,3,36387.0,0
Single,12,1,1,0,mid,0,3,1557.0,0
Single,69,10,4,1,low,0,1,18281.0,1
Double,106,10,1,1,low,0,3,22178.0,0
Double,43,14,1,0,mid,5,1,29526.0,1
Deluxe,102,6,1,0,low,4,4,21705.0,1
Deluxe,73,6,2,1,mid,0,0,28892.0,0
Deluxe,89,8,3,1,low,4,0,31673.0,1
Double,35,6,4,1,low,0,4,17170.0,1
Double,4,11,2,1,low,2,0,27435.0,1
Suite,41,6,1,1,mid,1,5,45724.0,1
Single,111,11,2,1,low,1,0,16300.0,1
Deluxe,95,6,1,1,low,1,3,20498.0,1
Deluxe,94,4,2,0,mid,1,5,15560.0,1
Suite,106,14,3,1,mid,2,4,109558.0,1
Deluxe,45,8,1,1,mid,0,3,33741.0,1
Double,38,10,4,0,low,2,4,24379.0,1
Double,111,9,1,1,high,0,4,33160.0,0
Double,69,6,3,1,mid,0,0,21353.0,1
Double,36,14,4,0,mid,1,1,36364.0,0
Single,33,6,4,1,low,1,1,10201.0,0
Deluxe,106,14,3,1,low,3,1,53281.0,1
Single,6,7,3,1,mid,0,1,13877.0,0
Deluxe,7,1,1,0,low,0,3,3593.0,0
Suite,89,1,1,0,mid,0,5,6843.0,0
Suite,0,14,2,1,low,2,3,109236.0,0
Single,20,8,3,0,low,4,0,10614.0,1
Suite,119,6,3,0,low,2,4,41367.0,0
Single,51,12,4,1,low,0,3,20830.0,0
Double,88,9,2,0,mid,2,4,20834.0,1
Single,58,10,4,1,low,0,2,17023.0,0
Single,10,10,2,1,mid,3,2,14643.0,1
Single,22,3,1,0,low,0,3,3903.0,0
Single,92,2,3,0,mid,0,4,3255.0,1
Suite,11,11,1,0,high,0,1,96209.0,1
Single,71,1,2,0,high,1,3,2270.0,0
Double,42,11,4,1,mid,0,5,37270.0,0
Deluxe,44,2,4,0,mid,0,0,10258.0,1
Suite,115,4,2,1,mid,1,1,33827.0,0
Suite,73,10,1,1,high,4,3,97013.0,1
Single,74,9,1,0,mid,1,5,12374.0,0
Suite,42,11,1,1,low,0,5,63961.0,0
Deluxe,46,9,4,0,high,1,3,54856.0,1
Single,82,1,4,0,low,0,3,1558.0,1
Double,4,12,3,0,high,0,2,40164.0,1
Suite,28,4,3,1,low,0,2,28116.0,0
Double,72,2,2,0,low,0,4,4254.0,1
Single,75,13,1,1,high,0,3,22445.0,0
Suite,11,3,1,1,mid,0,3,23303.0,0
Suite,95,8,3,0,mid,0,5,61502.0,1
Suite,65,7,1,1,high,1,0,61917.0,1
Suite,28,11,1,0,high,0,5,94662.0,0
Suite,90,1,4,1,mid,0,4,9921.0,0
Double,119,2,3,0,high,0,3,7296.0,0
Single,51,6,2,1,low,1,3,8832.0,1
Deluxe,34,7,1,0,low,2,3,23547.0,1
Single,36,12,1,0,high,0,3,20574.0,0
Double,71,9,2,0,mid,1,2,22444.0,1
Deluxe,5,3,2,0,high,2,4,17443.0,0
Suite,58,14,3,0,low,1,1,80610.0,1
Double,2,7,1,0,low,0,3,16156.0,0
Double,4,14,1,0,low,0,3,26405.0,0
Deluxe,52,14,1,0,mid,0,2,48106.0,0
Single,90,1,2,1,high,0,4,2812.0,1
Deluxe,106,8,2,1,mid,0,1,38833.0,0
Deluxe,10,6,1,0,low,4,3,17746.0,0
Deluxe,29,7,3,0,low,0,1,25447.0,0
Double,51,5,2,1,low,0,1,14231.0,0
Suite,69,8,1,1,mid,5,3,56951.0,1
Double,119,7,3,1,mid,1,5,22017.0,0
Deluxe,82,3,2,0,low,0,1,11460.0,0
Double,65,5,2,0,mid,4,0,13383.0,1
Single,7,3,2,0,mid,0,0,4952.0,0
Deluxe,9,12,1,0,low,0,2,37651.0,0
Single,18,10,2,0,mid,0,4,14761.0,0
Suite,79,6,3,0,mid,0,4,44450.0,1
Deluxe,40,6,1,1,mid,2,1,26790.0,0
Double,29,2,3,1,low,0,5,5500.0,0
Double,81,5,1,1,low,2,0,11448.0,1
Deluxe,98,13,3,1,high,0,3,88518.0,0
Double,53,1,1,1,low,3,5,2397.0,1
Double,106,3,1,1,high,0,4,12384.0,1
Double,88,12,2,0,mid,3,4,29206.0,0
Double,86,8,3,0,mid,0,1,21404.0,0
Suite,104,1,3,1,high,2,4,11461.0,1
Single,22,7,2,1,low,2,2,11524.0,0
Suite,91,11,1,1,low,0,2,67721.0,0
Double,115,5,2,1,low,0,3,11230.0,0
Deluxe,120,6,4,0,mid,1,3,29668.0,0
Single,69,9,1,0,mid,1,1,12389.0,1
Double,91,9,3,0,high,0,5,30907.0,1
Suite,107,13,2,0,mid,1,5,90513.0,1
Double,103,4,1,0,mid,4,1,8464.0,1
Single,108,4,3,1,low,5,1,6364.0,1
Deluxe,100,3,1,0,low,0,0,9846.0,1
Single,46,10,2,0,high,0,2,20750.0,1
Double,88,8,1,1,low,0,1,20218.0,0
Double,49,5,3,1,high,1,5,21346.0,1
Deluxe,97,10,1,0,low,5,5,31652.0,1
Deluxe,98,6,1,0,mid,0,4,25933.0,1
Deluxe,113,3,3,1,low,0,1,13338.0,1
Suite,71,8,4,1,high,0,4,102606.0,0
Single,57,7,1,1,low,0,2,9051.0,0
Double,20,6,2,1,mid,5,1,19432.0,1
Single,77,7,4,0,high,1,3,15933.0,0
Single,68,13,2,0,mid,0,0,18782.0,0
Single,62,4,2,1,low,0,5,6218.0,0
Deluxe,81,4,4,1,high,0,0,30005.0,1
Suite,102,8,3,0,mid,1,1,59101.0,1
Suite,17,1,2,1,low,1,1,7479.0,0
Deluxe,52,3,4,0,mid,0,3,15864.0,0
Suite,87,8,3,0,high,0,4,90859.0,0
Single,99,8,3,0,mid,3,5,12832.0,1
Suite,94,10,2,0,high,2,2,90787.0,0
Suite,96,2,4,0,mid,0,1,16491.0,1
Single,103,12,4,0,mid,0,0,22533.0,0
Double,116,7,4,0,low,5,3,17450.0,1
Suite,73,3,3,1,mid,1,5,28984.0,1
Double,30,5,2,1,low,4,0,13110.0,1
Suite,68,4,1,0,low,0,5,25635.0,1
Suite,85,7,1,1,low,0,1,44466.0,1
Double,12,7,4,0,high,0,5,26013.0,0
Single,91,7,2,1,low,2,0,11389.0,1
Double,65,7,1,0,low,1,5,14614.0,1
Single,113,13,1,0,low,0,1,14919.0,1
Double,25,14,1,0,low,4,1,27869.0,1
Deluxe,109,7,3,1,high,4,1,48616.0,1
Double,54,14,3,1,mid,0,0,43809.0,1
Single,69,12,2,0,mid,1,4,17515.0,0
Double,79,12,3,1,high,1,0,50252.0,1
Deluxe,70,4,2,1,low,0,2,16816.0,0
Single,109,7,4,1,high,1,5,18692.0,1
Single,20,5,4,1,high,0,2,13718.0,0
Suite,88,2,1,0,mid,3,4,13588.0,1
Single,117,2,2,1,mid,2,4,3738.0,1
Double,26,9,4,1,mid,3,4,28845.0,0
Single,30,6,3,0,high,1,5,13681.0,0
Single,57,12,4,0,low,0,0,17224.0,1
Double,87,10,2,1,mid,0,1,28545.0,0
Deluxe,116,2,1,1,low,1,1,7828.0,0
Single,96,12,4,1,mid,0,0,22198.0,1
Single,96,7,4,1,high,1,0,18733.0,0
Single,53,8,3,0,mid,0,0,11864.0,1
Deluxe,78,14,2,0,low,0,5,44457.0,1
Suite,25,9,1,1,mid,0,5,63369.0,1
Single,56,1,3,1,high,1,3,2715.0,0
Double,22,3,3,0,mid,0,5,8221.0,0
Double,3,6,3,1,high,1,2,23032.0,0
Double,103,1,1,1,high,0,2,4318.0,0
Single,97,3,3,0,high,1,5,6826.0,0
Single,61,12,3,1,low,1,0,19479.0,1
Deluxe,1,2,4,1,mid,0,0,12096.0,1
Double,10,3,3,1,high,0,3,14360.0,0
Double,13,8,3,0,high,0,1,27450.0,0
Double,86,2,2,0,low,0,4,4584.0,1
Suite,24,4,3,1,low,1,3,29115.0,1
Deluxe,30,14,3,0,low,0,1,54285.0,0
Double,104,9,4,1,high,2,0,39353.0,1
Single,106,14,4,0,high,2,0,31851.0,1
Suite,92,5,1,1,mid,0,2,39511.0,0
Suite,37,9,4,0,low,2,1,61012.0,0
Single,70,4,4,1,low,1,0,7237.0,0
Suite,24,6,3,1,high,0,4,76739.0,0
Deluxe,103,3,3,1,low,1,5,13780.0,0
Single,10,12,3,0,low,5,5,15924.0,1
Suite,90,3,2,0,low,0,0,19383.0,0
Single,61,3,2,1,high,0,1,8102.0,0
Single,91,7,4,0,mid,0,2,11984.0,1
Single,54,7,4,0,low,0,5,9439.0,0
Double,19,5,1,1,low,1,3,11087.0,0
Deluxe,90,5,4,0,high,0,2,30498.0,0
Double,76,5,2,1,mid,1,5,14247.0,1
Single,56,13,1,0,mid,0,3,16433.0,0
Single,45,9,4,1,low,0,5,15037.0,0
Suite,41,13,1,0,low,2,5,68910.0,1
Suite,58,14,1,1,high,0,5,133933.0,0
Suite,31,10,2,0,high,0,3,89483.0,0
Single,34,12,2,1,mid,0,2,20886.0,0
Suite,33,2,1,0,high,0,0,19211.0,1
Deluxe,1,14,1,0,low,0,4,49155.0,0
Deluxe,112,7,2,0,high,0,1,39999.0,1
Single,28,10,1,0,low,1,0,11400.0,1
Suite,19,4,1,0,low,1,4,24593.0,0
Double,18,2,4,1,high,2,2,9660.0,1
Single,119,13,3,1,high,2,3,32136.0,1
Single,57,7,1,1,high,0,4,15875.0,0
Double,39,2,1,1,mid,0,1,5657.0,0
Single,48,10,4,0,high,2,4,22968.0,1
Double,10,1,2,1,mid,0,3,3085.0,0
Double,37,7,1,0,low,0,3,13386.0,1
Suite,30,10,3,0,mid,0,1,65968.0,0
Single,97,11,4,1,mid,1,4,20441.0,1
Deluxe,7,7,2,0,mid,0,1,28709.0,0
Suite,51,6,3,0,high,0,3,65875.0,0
Suite,95,12,2,0,mid,0,4,83954.0,0
Suite,100,3,1,1,low,1,0,19836.0,0
Single,62,2,4,1,low,0,2,3478.0,0
Suite,26,3,4,1,high,1,4,39262.0,0
Suite,40,12,4,1,low,0,1,86199.0,1
Double,26,7,1,0,high,0,0,19859.0,0
Double,80,1,3,0,low,0,2,2275.0,1
Deluxe,35,3,3,0,low,0,2,12392.0,0
Double,76,1,1,0,high,0,5,3688.0,0
Double,79,12,4,0,mid,2,4,34356.0,1
Suite,113,7,1,0,high,0,1,62000.0,1
Suite,44,1,2,1,low,4,1,6875.0,0
Double,116,4,4,0,mid,0,1,11931.0,1
Suite,48,9,3,0,mid,0,5,69290.0,0
Double,82,9,3,1,high,1,2,38825.0,0
Suite,80,12,2,0,low,2,5,70993.0,1
Deluxe,98,1,4,0,low,0,0,4471.0,1
Double,56,1,1,0,mid,0,3,2743.0,0
Single,95,1,3,0,high,1,0,2301.0,1
Deluxe,42,6,1,1,high,0,3,40362.0,0
Double,59,11,1,0,high,1,0,30038.0,1
Single,60,10,3,1,mid,2,0,17500.0,1
Single,85,3,2,0,mid,0,0,4810.0,0
Suite,74,10,1,1,high,2,4,101609.0,1
Single,9,10,4,0,high,0,3,22643.0,0
Suite,97,3,2,0,high,2,3,29262.0,1
Suite,91,11,4,0,high,4,1,128784.0,1
Single,12,6,1,1,high,1,1,12913.0,1
Deluxe,116,1,1,0,low,5,2,3227.0,1
Deluxe,79,6,2,1,low,2,5,26105.0,1
Double,10,11,3,0,high,0,4,40404.0,0
Deluxe,59,10,2,0,mid,0,0,41464.0,0
Double,101,4,1,1,low,0,0,9575.0,0
Double,33,11,3,0,mid,0,2,26735.0,1
Double,112,6,4,1,mid,1,1,20406.0,0
Suite,50,7,1,1,high,0,2,66096.0,0
Deluxe,27,2,2,0,high,1,5,11687.0,0
Double,43,14,2,1,low,0,1,33196.0,0
Suite,63,12,3,1,mid,0,3,105092.0,0
Suite,83,3,1,1,low,0,2,20024.0,0
Suite,112,8,1,0,high,5,3,72938.0,1
Deluxe,23,11,1,0,low,0,3,32139.0,0
Double,116,8,3,1,mid,0,3,26012.0,0
Suite,63,3,1,1,mid,0,1,24465.0,1
Double,15,14,3,1,mid,5,5,38995.0,1
Double,112,4,2,1,mid,0,1,12367.0,1
Double,42,5,2,0,mid,1,0,13666.0,1
Suite,75,6,4,0,mid,0,0,49671.0,1
Deluxe,84,13,4,0,low,0,0,46248.0,1
Double,1,8,4,0,low,1,2,21757.0,1
Double,26,11,4,1,mid,1,4,36268.0,1
Double,83,13,1,0,low,1,0,23301.0,1
Deluxe,39,13,4,0,high,0,0,72743.0,0
Double,1,12,1,1,low,5,3,29458.0,0
Deluxe,2,13,2,0,high,0,3,76411.0,0
Double,100,14,3,1,low,4,3,38239.0,1
Double,18,14,3,1,high,0,0,56663.0,1
Suite,12,10,3,1,low,0,1,67863.0,0
Double,68,2,3,0,mid,0,2,6328.0,1
Single,14,2,2,1,low,1,4,3301.0,0
Double,79,12,3,1,mid,1,3,32047.0,0
Deluxe,65,5,2,1,low,0,4,19225.0,0
Single,78,12,2,1,high,0,3,26201.0,1
Double,59,14,3,1,mid,0,2,42322.0,0
Single,94,10,3,1,high,0,3,21658.0,1
Deluxe,78,11,2,1,mid,2,2,48890.0,1
Deluxe,50,4,1,1,mid,0,0,18545.0,0
Suite,1,7,2,0,high,0,3,63403.0,0
Double,33,14,2,1,low,0,1,33346.0,0
Suite,15,12,1,0,mid,0,1,78001.0,0
Single,1,3,1,1,low,4,4,4541.0,0
Suite,33,14,4,0,mid,0,0,99626.0,1
Deluxe,25,7,2,1,low,3,0,26588.0,1
Suite,9,12,3,1,mid,1,2,86405.0,0
Suite,37,8,1,1,mid,0,3,58915.0,0
Deluxe,61,9,4,1,mid,0,5,47748.0,0
Double,21,3,1,1,low,1,3,6747.0,0
Deluxe,33,5,2,0,mid,1,1,21744.0,0
Suite,2,11,4,1,high,0,2,147503.0,1
Suite,6,12,1,0,low,3,2,64372.0,1
Suite,19,2,3,1,low,0,2,15400.0,0
Single,54,2,4,0,high,0,4,5156.0,1
Deluxe,80,10,1,0,high,0,4,52311.0,1
Single,95,7,1,1,low,1,4,9451.0,0
Deluxe,76,12,4,1,mid,0,2,63237.0,1
Suite,74,1,2,1,low,0,1,7675.0,0
Single,113,5,4,0,high,0,0,12305.0,0
Deluxe,30,1,4,0,mid,0,4,5376.0,0
Suite,96,10,4,0,mid,0,5,76119.0,0
Suite,113,13,4,1,low,2,0,95019.0,0
Double,68,3,4,0,mid,0,0,8760.0,0
Single,101,5,2,0,low,4,1,6849.0,0
Suite,16,12,4,1,high,1,4,141960.0,0
Suite,106,1,2,1,mid,1,1,8392.0,1
Deluxe,68,14,3,1,mid,3,0,70397.0,1
Suite,26,13,1,0,high,0,2,117889.0,0
Single,7,3,4,0,low,0,2,4572.0,0
Deluxe,87,2,3,1,low,0,2,8366.0,1
Single,52,10,4,0,mid,0,3,18503.0,1
Suite,37,1,2,1,high,0,1,12013.0,1
Deluxe,47,8,2,0,low,1,0,27894.0,1
Suite,119,1,3,0,high,2,0,11020.0,0
Deluxe,51,8,4,0,mid,0,4,35426.0,0
Single,9,5,3,0,mid,1,3,8179.0,0
Single,33,10,4,0,mid,0,1,17500.0,0
Double,17,13,1,0,low,0,5,23766.0,1
Deluxe,82,7,4,1,low,0,3,32593.0,0
Single,96,9,3,1,high,0,4,22382.0,0
Suite,101,9,4,0,mid,0,4,68072.0,0
Single,76,14,1,1,mid,0,1,22714.0,1
Double,92,4,2,0,high,0,3,14563.0,0
Single,50,4,1,0,low,0,3,5029.0,0
Double,75,6,2,0,mid,2,2,15817.0,1
Double,12,11,4,1,low,0,3,27310.0,0
Single,65,13,3,1,low,1,2,18978.0,1
Deluxe,67,4,4,1,high,1,0,27596.0,0
Suite,3,2,3,1,high,0,0,25116.0,0
Suite,66,9,4,1,low,0,2,71398.0,0
Double,87,9,4,0,high,3,5,34897.0,1
Suite,44,6,3,0,low,0,1,41660.0,0
Suite,65,3,4,0,high,0,3,31872.0,0
Suite,34,12,1,0,high,2,0,96893.0,0
Double,32,12,3,1,low,2,3,30902.0,1
Suite,15,11,3,0,mid,1,1,81449.0,0
Deluxe,39,9,4,0,high,2,2,51796.0,1
Single,97,4,3,0,low,0,4,6082.0,0
Double,113,6,1,1,low,1,2,15004.0,1
Deluxe,76,1,3,1,mid,0,5,5450.0,0
Single,75,4,4,1,low,2,0,6522.0,1
Double,74,7,1,1,low,0,0,16208.0,1
Suite,57,7,1,1,low,0,1,45790.0,0
Single,51,2,3,1,mid,0,1,3908.0,0
Double,75,14,3,1,low,1,2,36853.0,1
Single,94,4,3,1,mid,0,5,7719.0,0
Deluxe,50,8,1,0,low,1,1,27958.0,1
Single,68,7,3,1,low,0,2,11630.0,1
Suite,56,7,3,0,mid,0,0,54167.0,1
Single,34,12,4,0,low,0,4,17662.0,0
Suite,35,11,2,0,mid,0,3,80573.0,0
Suite,9,13,2,1,mid,1,0,103930.0,0
Suite,53,6,1,0,mid,4,2,39749.0,0
Suite,86,4,3,0,low,1,1,25896.0,1
Single,82,6,3,0,high,0,2,12638.0,1
Suite,119,8,2,1,low,0,1,48271.0,1
Deluxe,4,5,3,0,high,3,4,30329.0,0
Suite,92,7,4,1,low,1,0,54747.0,1
Suite,96,3,1,1,low,2,3,19781.0,1
Deluxe,52,9,3,1,mid,0,4,46455.0,0
Double,34,10,3,0,low,1,0,22306.0,0
Single,43,8,1,0,mid,0,5,12217.0,0
Single,82,13,1,1,high,1,4,25878.0,0
Double,104,14,2,0,high,2,1,42241.0,0
Suite,77,13,1,0,mid,3,2,75044.0,1
Deluxe,62,2,2,0,high,0,4,11965.0,1
Double,78,13,1,0,mid,2,3,30247.0,0
Single,8,5,4,0,low,0,4,7363.0,0
Deluxe,73,7,3,0,high,0,5,39024.0,0
Deluxe,5,6,2,0,low,1,2,22532.0,0
Suite,116,4,4,1,low,0,0,30533.0,1
Deluxe,107,13,1,1,low,0,2,46990.0,0
Deluxe,61,9,3,1,low,1,3,36483.0,0
Suite,45,14,3,0,low,1,4,85735.0,0
Double,88,14,4,1,low,0,1,38896.0,1
Suite,77,6,1,0,mid,0,5,40850.0,1
Double,85,11,3,0,high,1,0,38186.0,1
Single,62,8,4,1,high,0,3,22984.0,0
Double,28,7,4,0,low,0,2,17589.0,0
Single,8,11,1,0,low,0,4,14947.0,1
Single,34,10,4,1,mid,1,1,17805.0,0
Suite,64,13,2,0,low,0,5,67192.0,0
Suite,51,11,2,0,low,0,0,66780.0,0
Single,61,9,1,1,mid,3,4,14260.0,1
Suite,33,13,1,0,high,2,2,112392.0,0
Single,113,2,2,1,low,1,3,2963.0,1
Double,44,11,1,0,mid,1,1,24817.0,1
Deluxe,102,6,3,0,mid,4,2,27053.0,1
Double,47,7,3,0,high,0,2,25060.0,0
Deluxe,53,11,2,0,low,0,1,36774.0,1
Suite,73,4,3,0,high,1,0,39637.0,0
Single,31,13,3,1,high,3,2,31514.0,0
Single,26,7,1,0,low,1,2,8996.0,1
Suite,45,5,2,1,mid,0,4,39149.0,0
Deluxe,97,5,4,1,mid,3,2,25602.0,1
Deluxe,17,6,1,0,low,1,3,20533.0,0
Double,52,14,4,1,mid,0,2,40565.0,1
Double,81,2,4,0,mid,5,2,6396.0,1
Deluxe,85,8,2,0,high,1,4,43510.0,1
Deluxe,52,12,2,1,low,2,4,44157.0,0
Single,9,7,1,0,mid,3,5,10594.0,1
Deluxe,1,8,3,1,low,0,2,38842.0,1
Deluxe,56,5,1,1,mid,1,0,22389.0,1
Single,98,2,4,1,mid,0,3,3779.0,1
Double,3,9,2,0,mid,2,2,23152.0,0
Suite,107,13,4,1,mid,2,0,108080.0,1
Deluxe,81,8,4,1,low,2,5,35673.0,1
Single,0,7,2,0,low,1,3,9970.0,0
Single,41,2,3,0,mid,1,3,3772.0,1
Deluxe,26,14,1,0,low,0,3,40888.0,0
Double,114,13,1,1,high,0,5,41243.0,0
Suite,67,13,3,1,mid,0,4,114677.0,0
Deluxe,39,6,2,1,high,2,4,39616.0,1
Suite,33,9,2,0,low,1,4,55237.0,1
Single,68,7,1,0,mid,1,4,10605.0,0
Double,0,4,4,0,low,0,4,12215.0,0
Single,31,3,2,1,high,1,0,7065.0,1
Deluxe,20,6,2,0,mid,0,2,22911.0,0
Single,75,8,2,1,mid,5,1,14445.0,1
Double,80,2,2,1,mid,2,5,6067.0,0
Double,56,10,3,1,low,0,3,25575.0,1
Single,16,7,4,0,mid,2,3,11552.0,0
Single,44,13,3,0,high,0,3,27657.0,0
Deluxe,101,4,1,1,low,0,4,15476.0,0
Suite,24,1,4,0,high,1,4,11627.0,0
Single,19,5,2,1,high,1,1,11234.0,0
Double,13,14,1,0,high,0,5,43593.0,0
Single,98,5,1,0,high,0,4,9844.0,0
Suite,14,10,4,1,low,0,1,81526.0,1
